Program_Combo,ID,Count
"A10100 - Associate in Arts, C30100C2 - Graphic Design/Graphic Design Basics Certificate",['2947569'],1
"A10100 - Associate in Arts, C30100C5 - Graphic Design/Digital Illustration Certificate",['2781271'],1
"A25700B - Intelligence Studies/Geospatial Intelligence, A50210 - Computer-Integrated Machining, C50210C1 - Computer-Integrated Machining/Basic Machining Certificate",['2932319'],1
"A25700B - Intelligence Studies/Geospatial Intelligence, A55460 - Emergency Management",['2659327'],1
"A25700B - Intelligence Studies/Geospatial Intelligence, C25700C2 - Intelligence Studies/Geospatial Intelligence Certificate",['2652453'],1
"A25700B - Intelligence Studies/Geospatial Intelligence, C35100 - Basic A/C, Heating & Refrigeration",['2949323'],1
"A10100 - Associate in Arts, C35180C1 - Carpentry/General Contractor's Lic Prep Certificate, D35180 - Carpentry (Diploma)",['2855133'],1
"A25800A - Accounting and Finance/Accounting, A25800F - Accounting and Finance/Financial Services, A35140 - Building Construction Technology, C35180C1 - Carpentry/General Contractor's Lic Prep Certificate, D25380 - Paralegal Technology Diploma, D35180 - Carpentry (Diploma)",['2906090'],1
"A10100 - Associate in Arts, C35300C1 - Plumbing (Diploma)/Basic Plumbing Certificate, D35300 - Plumbing (Diploma)",['3008673'],1
"A25800A - Accounting and Finance/Accounting, A35140 - Building Construction Technology, A55260 - Funeral Service Education, C35140C3 - Building Construction Technology/Intro to Bldg Const Cert",['2691196'],1
"A25800A - Accounting and Finance/Accounting, A55180 - Criminal Justice Technology, C25800C6 - Accounting and Finance/Accounting Foundations Certificate, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",['2985041'],1
"A25800A - Accounting and Finance/Accounting, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",['2935193'],1
"A25800A - Accounting and Finance/Accounting, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate",['2948379'],1
"A25800A - Accounting and Finance/Accounting, C25120C21 - Business Administration /Govern Procure & Contracting Cert, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate",['2972286'],1
"A25800A - Accounting and Finance/Accounting, C25590C35 - Information Technology/Social Media Content Production Cert, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate",['2981402'],1
"A25800A - Accounting and Finance/Accounting, C25590C8 - Information Technology/Cisco Networking Certificate, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate",['2506714'],1
"A10100 - Associate in Arts, C45840 - Nurse Aide (Certificate)",['2946163'],1
"A10100 - Associate in Arts, C50210C1 - Computer-Integrated Machining/Basic Machining Certificate, D50210 - Computer-Integrated Machining/Manual Machining Diploma",['2988193'],1
"A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C8 - Accounting and Finance/Business Financial Services Cert",['2580242'],1
"A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C55220C2 - Early Childhood Education/Child Care Development Certificate",['2872347'],1
"A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate",['2977900'],1
"A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate",['2862198'],1
"A10100 - Associate in Arts, C50420C1 - Welding Technology/Basic Welding Certificate, D50420 - Welding Technology",['2891925'],1
"A25800A - Accounting and Finance/Accounting, C25800C2 - Accounting and Finance/Tax Preparer Certificate",['2997582'],1
"A25800A - Accounting and Finance/Accounting, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate",['2678341'],1
"A10100 - Associate in Arts, C55150C5 - Culinary Arts/Culinary Foundations Certificate",['2964920'],1
"A10100 - Associate in Arts, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",['2770981'],1
"A25800A - Accounting and Finance/Accounting, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate",['2755010'],1
"A25800A - Accounting and Finance/Accounting, C25800C4 - Accounting and Finance/Small Business Accounting Certificate",['2886843'],1
"A25800A - Accounting and Finance/Accounting, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C7 - Accounting and Finance/Consumer Financial Services Found Cer, C25800C8 - Accounting and Finance/Business Financial Services Cert",['2883530'],1
"A10100 - Associate in Arts, C55180C5 - Criminal Justice Technology/Courts and the Law Certificate",['2964546'],1
"A25800A - Accounting and Finance/Accounting, C25800C6 - Accounting and Finance/Accounting Foundations Certificate",['2923946'],1
"A25800A - Accounting and Finance/Accounting, C35180C1 - Carpentry/General Contractor's Lic Prep Certificate, D35180 - Carpentry (Diploma)",['2873600'],1
"A25800A - Accounting and Finance/Accounting, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C55180C7 - Criminal Justice Technology/Criminal Investigations Cert",['2931772'],1
"A25800F - Accounting and Finance/Financial Services, A35100 - Air Conditioning, Heating & Refrigeration Technology, C35100 - Basic A/C, Heating & Refrigeration",['2989985'],1
"A25800F - Accounting and Finance/Financial Services, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25800C1 - Accounting and Finance/Payroll Accounting Certificate",['2498384'],1
"A25800F - Accounting and Finance/Financial Services, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate, C25800C7 - Accounting and Finance/Consumer Financial Services Found Cer, C25800C8 - Accounting and Finance/Business Financial Services Cert",['2992306'],1
"A25800F - Accounting and Finance/Financial Services, C25800C4 - Accounting and Finance/Small Business Accounting Certificate",['2924200'],1
